Content.id,Content Name,ContentCode,Content.title,Content.Link,Content.type,Content.releaseDate,Current Curriculum,Age,Current Level,Goal (from Goal content),SCC Unit Age,SCC Unit Title,SEL Unit Age,SEL Unit Title,SEL Lesson Title
553,P025-2 Disguised or Literal Messages (553),P025-2,Disguised or Literal Messages,https://slp.everydayspeech.com/activity/disguised-thoughts-packet-activity-2,activity,2018-11-26,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Disguised Thoughts,(3) Middle & High School,What are Disguised Thoughts?,,,
938,G016 Social Road Race: Disguised Thoughts (938),G016,Social Road Race: Disguised Thoughts,https://slp.everydayspeech.com/game/social-road-race-disguised-thoughts,game,2018-11-29,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced","Direct and Indirect Language, Disguised Thoughts, Using Humor & Sarcasm","(3) Middle & High School, (3) Middle & High School, (3) Middle & High School","Practice Using Direct vs. Indirect Language, Using Disguised Thoughts, Using Humor",,,
419,Q039 Conversation Measuring Cup Sample Cards (419),Q039,Conversation Measuring Cup Sample Cards,https://slp.everydayspeech.com/activity/conversation-measuring-cup-sample-cards,activity,2018-12-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Measuring Cup,(2) Elementary School,What is the Conversation Measuring Cup?,,,
517,W190 Interactive Worksheet: Responding to Problems with Others  (517),W190,Interactive Worksheet: Responding to Problems with Others ,https://slp.everydayspeech.com/activity/responding-to-problems-with-others,activity,2018-12-03,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, 8th Grade",Intermediate,Solving a Problem,(2) Elementary School,Master Solving Problems,,,
239,W148 Interactive: Listening to Others (239),W148,Interactive: Listening to Others,https://slp.everydayspeech.com/activity/listening-to-others-3,activity,2018-12-03,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Working With a Group,(2) Elementary School,How to Work in Groups,,,
978,Q038 Advocating for Yourself Practice Statements (978),Q038,Advocating for Yourself Practice Statements,https://slp.everydayspeech.com/activity/advocating-for-yourself-practice-statments,activity,2018-12-03,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Advocating for Yourself,,,,,
655,P026-2 Texting Conversations (655),P026-2,Texting Conversations,https://slp.everydayspeech.com/activity/cyber-skills-texting-packet-activity-2,activity,2018-12-11,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Cyber Skills,(3) Middle & High School,What are the Cyber Skills?,,,
432,P026-1 Text Message Responses (432),P026-1,Text Message Responses,https://slp.everydayspeech.com/activity/cyber-skills-texting-packet-activity-1,activity,2018-12-11,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Cyber Skills,(3) Middle & High School,What are the Cyber Skills?,,,
397,W019 Interactive: Asking Others to Hang Out (397),W019,Interactive: Asking Others to Hang Out,https://slp.everydayspeech.com/activity/asking-others-to-hang-out,activity,2018-12-11,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Acting Like a Friend,(3) Middle & High School,Making Plans with Friends,,,
684,P026 Cyber Skills - Texting (684),P026,Cyber Skills - Texting,https://slp.everydayspeech.com/activity/cyber-skills-texting,activity,2018-12-11,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Cyber Skills,,,,,
106,S198 On Purpose Plan (106),S198,On Purpose Plan,https://slp.everydayspeech.com/video/on-purpose-plan,video,2018-12-16,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,On Purpose Plan,(2) Elementary School,Using the On Purpose Plan,,,
746,W272 Interactive: Holiday Think It or Say It (746),W272,Interactive: Holiday Think It or Say It,https://slp.everydayspeech.com/activity/holiday-think-it-or-say-it,activity,2018-12-18,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Think It or Say It,,,,,
715,Q041 Community Behaviors Practice Cards (715),Q041,Community Behaviors Practice Cards,https://slp.everydayspeech.com/activity/community-behaviors-practice-cards,activity,2018-12-18,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Being a Social Chameleon,,,,,
207,W254 Interactive Worksheet: Using Our Self-Controller at the Holidays (207),W254,Interactive Worksheet: Using Our Self-Controller at the Holidays,https://slp.everydayspeech.com/activity/using-our-self-controller-at-the-holidays,activity,2018-12-18,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Using Your Self-Controller,,,,,
84,G017 Social Road Race: Topics (84),G017,Social Road Race: Topics,https://slp.everydayspeech.com/game/social-road-race-topics,game,2018-12-18,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,"(2) Elementary School, (3) Middle & High School","Practicing Picking the Topic, Practicing Picking the Topic",,,
615,W095 Interactive: Getting to Know About Each Other's Holidays (615),W095,Interactive: Getting to Know About Each Other's Holidays,https://slp.everydayspeech.com/activity/getting-to-know-about-each-others-holidays,activity,2018-12-18,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Starting a Conversation,,,,,
102,W005 Interactive Worksheet: Advocating For Yourself (102),W005,Interactive Worksheet: Advocating For Yourself,https://slp.everydayspeech.com/activity/advocating-for-yourself,activity,2018-12-19,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Advocating for Yourself,(3) Middle & High School,What is Self-Advocacy?,,,
500,Q040 On Purpose Plan Scenarios (500),Q040,On Purpose Plan Scenarios,https://slp.everydayspeech.com/activity/on-purpose-plan-scenarios,activity,2018-12-20,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,On Purpose Plan,(2) Elementary School,What is the On Purpose Plan?,,,
542,Q042 Personal Space Sorting Cards (542),Q042,Personal Space Sorting Cards,https://slp.everydayspeech.com/activity/personal-space-sorting-cards,activity,2018-12-25,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Keeping Personal Space,(2) Elementary School,What is Personal Space?,,,
145,S035A Keep Trying Even If It's Hard (145),S035A,Keep Trying Even If It's Hard,https://slp.everydayspeech.com/video/keep-trying-even-if-it-s-hard,video,2018-12-26,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Thinking Positive,(2) Elementary School,How to Think Positive,3rd Grade,Self-Awareness,Keep Trying Even If It's Hard
852,Q044 Working in a Group Question Cards (852),Q044,Working in a Group Question Cards,https://slp.everydayspeech.com/activity/working-in-a-group-question-cards,activity,2018-12-31,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Working With a Group,(2) Elementary School,Being a Good Group Member,,,
434,Q043 Listening While Working with Others Prompts (434),Q043,Listening While Working with Others Prompts,https://slp.everydayspeech.com/activity/listening-while-working-with-others-prompts,activity,2018-12-31,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Working With a Group,(2) Elementary School,How to Work in Groups,,,
379,W085 Interactive: Following Directions in School (379),W085,Interactive: Following Directions in School,https://slp.everydayspeech.com/activity/following-directions-in-school-2,activity,2018-12-31,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Following Directions,(2) Elementary School,Learning How to Follow Directions,,,
564,W196 Sharing a Conversation (564),W196,Sharing a Conversation,https://slp.everydayspeech.com/activity/sharing-a-conversation,activity,2019-01-01,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Emergent,Conversation Share,(2) Elementary School,Practice Sharing Conversations,,,
368,W015 Interactive Worksheet: Asking for Help in School (368),W015,Interactive Worksheet: Asking for Help in School,https://slp.everydayspeech.com/activity/asking-for-help-in-school,activity,2019-01-01,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Asking For Help,(2) Elementary School,Asking for Help,,,
147,P027 On Purpose Plan Packet (147),P027,On Purpose Plan Packet,https://slp.everydayspeech.com/activity/on-purpose-plan-packet,activity,2019-01-02,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Emergent, Intermediate",On Purpose Plan,,,,,
579,P027-1 Prank or Accident Scenario Cards (579),P027-1,Prank or Accident Scenario Cards,https://slp.everydayspeech.com/activity/on-purpose-plan-activity-1,activity,2019-01-02,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Emergent, Intermediate",On Purpose Plan,(2) Elementary School,What is the On Purpose Plan?,,,
947,G018 Social Road Race: School Behavior (947),G018,Social Road Race: School Behavior,https://slp.everydayspeech.com/game/social-road-race-school-behavior,game,2019-01-02,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,"Working With a Group, Listening in School, Following Directions","(2) Elementary School, (2) Elementary School","Following Directions the First Time, Focusing in School",,,
409,P027-2 On Purpose Plan: Feelings & Action Discussion (409),P027-2,On Purpose Plan: Feelings & Action Discussion,https://slp.everydayspeech.com/activity/on-purpose-plan-packet-activity-2,activity,2019-01-02,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Emergent, Intermediate",On Purpose Plan,(2) Elementary School,Using the On Purpose Plan,,,
648,P028-2 Topic Radar Activity: Practice Starting Conversations (648),P028-2,Topic Radar Activity: Practice Starting Conversations,https://slp.everydayspeech.com/activity/topic-radar-packet-activity-2,activity,2019-01-07,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,"(2) Elementary School, (3) Middle & High School","Practicing Picking the Topic, Mastering Topic Radar",,,
644,P028-1 Topic Radar Game (644),P028-1,Topic Radar Game,https://slp.everydayspeech.com/activity/topic-radar-packet-activity-1,activity,2019-01-07,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,"(2) Elementary School, (3) Middle & High School","What is Topic Radar?, Mastering Topic Radar",,,
657,P028 Topic Radar Packet (657),P028,Topic Radar Packet,https://slp.everydayspeech.com/activity/topic-radar-2,activity,2019-01-07,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,,,,,
682,Q045 Disguised Thoughts Question Cards (682),Q045,Disguised Thoughts Question Cards,https://slp.everydayspeech.com/activity/disguised-thoughts-question-cards,activity,2019-01-08,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Disguised Thoughts,(3) Middle & High School,What are Disguised Thoughts?,,,
568,Q047 Restaurant Rules Question Cards (568),Q047,Restaurant Rules Question Cards,https://slp.everydayspeech.com/activity/restaurant-rules-question-cards,activity,2019-01-08,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Restaurant Rules,(2) Elementary School,What are the Restaurant Rules?,,,
99,W268 Interactive: Winter Break Q&A (99),W268,Interactive: Winter Break Q&A,https://slp.everydayspeech.com/activity/winter-break-q-a,activity,2019-01-08,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Starting a Conversation,,,,,
639,Q046 Fork in the Road Question Cards (639),Q046,Fork in the Road Question Cards,https://slp.everydayspeech.com/activity/fork-in-the-road-question-cards,activity,2019-01-08,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Reading the Room,(2) Elementary School,Master Reading the Room,,,
716,W018 Interactive: Asking in Direct or Indirect Ways (716),W018,Interactive: Asking in Direct or Indirect Ways,https://slp.everydayspeech.com/activity/asking-in-direct-or-indirect-ways,activity,2019-01-09,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Direct and Indirect Language,(2) Elementary School,Practice Using Direct vs. Indirect Language,,,
826,W027 Interactive Worksheet: Being a Good Group Member (826),W027,Interactive Worksheet: Being a Good Group Member,https://slp.everydayspeech.com/activity/being-a-good-group-member,activity,2019-01-09,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Working With a Group,(2) Elementary School,Being a Good Group Member,,,
759,S200 Social Chameleon (759),S200,Social Chameleon,https://slp.everydayspeech.com/video/social-chameleon-2,video,2019-01-11,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Being a Social Chameleon,(3) Middle & High School,Practice Being a Social Chameleon,,,
